order_date,order_month,order_year,release_date,brand,sneaker_name,shoe_size,sale_price,retail_price,profit,buyer_region
2017-09-01,September,2017,2016-09-24, Yeezy,Adidas Yeezy Boost 350 Low V2 Beluga,11.0,1097.0,220.0,877.0,California
2017-09-01,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,9.5,586.0,220.0,366.0,Oregon
2017-09-01,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,9.0,546.0,220.0,326.0,Florida
2017-09-01,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,5.5,850.0,220.0,630.0,Michigan
2017-09-01,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,9.0,589.0,220.0,369.0,New York
2017-09-01,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,10.0,610.0,220.0,390.0,New Jersey
2017-09-01,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,11.0,650.0,220.0,430.0,North Carolina
2017-09-01,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,11.0,658.0,220.0,438.0,California
2017-09-01,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,8.0,525.0,220.0,305.0,New York
2017-09-01,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,14.0,570.0,220.0,350.0,Michigan
2017-09-01,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,9.0,460.0,220.0,240.0,Florida
2017-09-01,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,14.0,640.0,220.0,420.0,California
2017-09-01,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,11.5,515.0,220.0,295.0,New Jersey
2017-09-01,September,2017,2016-11-23, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Copper,11.0,685.0,220.0,465.0,California
2017-09-01,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,10.0,473.0,220.0,253.0,Texas
2017-09-01,September,2017,2016-11-23, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red,11.5,1075.0,220.0,855.0,Kentucky
2017-09-01,September,2017,2017-02-11, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,11.0,828.0,220.0,608.0,Rhode Island
2017-09-01,September,2017,2016-11-23, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Green,11.0,690.0,220.0,470.0,California
2017-09-01,September,2017,2016-12-17, Yeezy,Adidas Yeezy Boost 350 V2 Core Black White,11.0,784.0,220.0,564.0,California
2017-09-01,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,10.0,460.0,220.0,240.0,New York
2017-09-01,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,11.0,465.0,220.0,245.0,Kansas
2017-09-01,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,11.0,465.0,220.0,245.0,Florida
2017-09-01,September,2017,2017-02-11, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,8.5,798.0,220.0,578.0,Michigan
2017-09-02,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,11.0,635.0,220.0,415.0,Colorado
2017-09-02,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,9.0,589.0,220.0,369.0,Wisconsin
2017-09-02,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,9.0,595.0,220.0,375.0,New Jersey
2017-09-02,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,10.0,625.0,220.0,405.0,Texas
2017-09-02,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,14.0,590.0,220.0,370.0,Wisconsin
2017-09-02,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,9.0,580.0,220.0,360.0,Virginia
2017-09-02,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,9.0,572.0,220.0,352.0,Florida
2017-09-02,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,10.5,470.0,220.0,250.0,California
2017-09-02,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,8.5,455.0,220.0,235.0,Oregon
2017-09-02,September,2017,2016-12-17, Yeezy,Adidas Yeezy Boost 350 V2 Core Black White,11.5,800.0,220.0,580.0,Kentucky
2017-09-02,September,2017,2017-02-11, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,8.0,765.0,220.0,545.0,New York
2017-09-02,September,2017,2017-02-11, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,9.0,740.0,220.0,520.0,New York
2017-09-02,September,2017,2016-11-23, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red,11.0,999.0,220.0,779.0,Kentucky
2017-09-02,September,2017,2016-09-24, Yeezy,Adidas Yeezy Boost 350 Low V2 Beluga,8.0,850.0,220.0,630.0,Alabama
2017-09-02,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,10.0,479.0,220.0,259.0,Delaware
2017-09-03,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,9.5,458.0,220.0,238.0,Oregon
2017-09-03,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,8.5,595.0,220.0,375.0,Texas
2017-09-03,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,5.0,695.0,220.0,475.0,New York
2017-09-03,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,8.0,563.0,220.0,343.0,New York
2017-09-03,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,9.0,585.0,220.0,365.0,Pennsylvania
2017-09-03,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,11.0,481.0,220.0,261.0,Colorado
2017-09-03,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,10.0,475.0,220.0,255.0,Massachusetts
2017-09-03,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,13.0,650.0,220.0,430.0,Alabama
2017-09-03,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,9.5,480.0,220.0,260.0,California
2017-09-03,September,2017,2016-12-17, Yeezy,Adidas Yeezy Boost 350 V2 Core Black White,12.0,870.0,220.0,650.0,Massachusetts
2017-09-03,September,2017,2016-12-17, Yeezy,Adidas Yeezy Boost 350 V2 Core Black White,9.0,715.0,220.0,495.0,Florida
2017-09-03,September,2017,2017-02-11, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,10.5,750.0,220.0,530.0,New York
2017-09-03,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,9.0,459.0,220.0,239.0,Pennsylvania
2017-09-03,September,2017,2017-02-11, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,10.0,820.0,220.0,600.0,California
2017-09-03,September,2017,2016-11-23, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red,13.0,1095.0,220.0,875.0,New Jersey
2017-09-03,September,2017,2016-09-24, Yeezy,Adidas Yeezy Boost 350 Low V2 Beluga,10.0,1068.0,220.0,848.0,Kentucky
2017-09-04,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,8.0,530.0,220.0,310.0,California
2017-09-04,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,9.5,625.0,220.0,405.0,Colorado
2017-09-04,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,14.0,594.0,220.0,374.0,California
2017-09-04,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,11.0,659.0,220.0,439.0,Ohio
2017-09-04,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,8.5,575.0,220.0,355.0,Georgia
2017-09-04,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,9.5,605.0,220.0,385.0,Washington
2017-09-04,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,12.0,650.0,220.0,430.0,Alabama
2017-09-04,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,9.5,481.0,220.0,261.0,Louisiana
2017-09-04,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,10.5,630.0,220.0,410.0,Massachusetts
2017-09-04,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,9.5,480.0,220.0,260.0,New Jersey
2017-09-04,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,10.5,470.0,220.0,250.0,Virginia
2017-09-04,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,10.5,475.0,220.0,255.0,Oregon
2017-09-04,September,2017,2016-12-17, Yeezy,Adidas Yeezy Boost 350 V2 Core Black White,6.5,850.0,220.0,630.0,New Jersey
2017-09-04,September,2017,2016-12-17, Yeezy,Adidas Yeezy Boost 350 V2 Core Black White,10.0,799.0,220.0,579.0,Texas
2017-09-04,September,2017,2017-02-11, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,10.5,785.0,220.0,565.0,Texas
2017-09-04,September,2017,2016-09-24, Yeezy,Adidas Yeezy Boost 350 Low V2 Beluga,9.0,960.0,220.0,740.0,California
2017-09-04,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,8.5,436.0,220.0,216.0,California
2017-09-05,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,11.0,470.0,220.0,250.0,North Carolina
2017-09-05,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,13.0,535.0,220.0,315.0,New Jersey
2017-09-05,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,11.0,655.0,220.0,435.0,California
2017-09-05,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,9.0,575.0,220.0,355.0,Alabama
2017-09-05,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,9.0,580.0,220.0,360.0,Nebraska
2017-09-05,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,10.5,623.0,220.0,403.0,Texas
2017-09-05,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,11.5,665.0,220.0,445.0,Oklahoma
2017-09-05,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,11.5,652.0,220.0,432.0,California
2017-09-05,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,9.0,583.0,220.0,363.0,New York
2017-09-05,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,10.5,600.0,220.0,380.0,Texas
2017-09-05,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,13.0,492.0,220.0,272.0,Texas
2017-09-05,September,2017,2016-11-23, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red,5.0,1162.0,220.0,942.0,California
2017-09-05,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,9.5,475.0,220.0,255.0,Wisconsin
2017-09-05,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,9.5,470.0,220.0,250.0,Oregon
2017-09-05,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,13.0,549.0,220.0,329.0,Texas
2017-09-05,September,2017,2016-12-17, Yeezy,Adidas Yeezy Boost 350 V2 Core Black White,9.0,700.0,220.0,480.0,New York
2017-09-05,September,2017,2016-12-17, Yeezy,Adidas Yeezy Boost 350 V2 Core Black White,11.0,775.0,220.0,555.0,Texas
2017-09-05,September,2017,2017-02-11, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,12.0,799.0,220.0,579.0,California
2017-09-05,September,2017,2017-02-11, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,11.0,815.0,220.0,595.0,New York
2017-09-05,September,2017,2016-11-23, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Copper,11.0,708.0,220.0,488.0,New Jersey
2017-09-05,September,2017,2016-09-24, Yeezy,Adidas Yeezy Boost 350 Low V2 Beluga,6.0,870.0,220.0,650.0,New York
2017-09-05,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,13.0,520.0,220.0,300.0,Florida
2017-09-06,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,6.5,640.0,220.0,420.0,Massachusetts
2017-09-06,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,12.0,667.0,220.0,447.0,Ohio
2017-09-06,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,12.5,749.0,220.0,529.0,Texas
2017-09-06,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,9.5,467.0,220.0,247.0,Oregon
2017-09-06,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,11.0,645.0,220.0,425.0,Wisconsin
2017-09-06,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,10.0,600.0,220.0,380.0,California
2017-09-06,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,8.0,545.0,220.0,325.0,Missouri
2017-09-06,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,11.5,655.0,220.0,435.0,California
2017-09-06,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,12.0,487.0,220.0,267.0,California
2017-09-06,September,2017,2016-11-23, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Green,10.0,697.0,220.0,477.0,Florida
2017-09-06,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,9.5,475.0,220.0,255.0,New York
2017-09-06,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,10.0,456.0,220.0,236.0,Connecticut
2017-09-06,September,2017,2016-12-17, Yeezy,Adidas Yeezy Boost 350 V2 Core Black White,14.0,790.0,220.0,570.0,Florida
2017-09-06,September,2017,2016-12-17, Yeezy,Adidas Yeezy Boost 350 V2 Core Black White,7.5,650.0,220.0,430.0,California
2017-09-06,September,2017,2017-02-11, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,11.0,815.0,220.0,595.0,Georgia
2017-09-06,September,2017,2017-02-11, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,11.5,845.0,220.0,625.0,New York
2017-09-06,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,9.0,460.0,220.0,240.0,Pennsylvania
2017-09-06,September,2017,2016-11-23, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Copper,9.0,675.0,220.0,455.0,Ohio
2017-09-06,September,2017,2016-09-24, Yeezy,Adidas Yeezy Boost 350 Low V2 Beluga,7.5,904.0,220.0,684.0,Georgia
2017-09-07,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,7.5,579.0,220.0,359.0,New York
2017-09-07,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,10.5,615.0,220.0,395.0,New York
2017-09-07,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,7.0,575.0,220.0,355.0,Massachusetts
2017-09-07,September,2017,2017-09-09,Off-White,Nike Air Max 90 Off White,8.0,1600.0,160.0,1440.0,California
2017-09-07,September,2017,2017-09-09,Off-White,Nike Air VaporMax Off White,12.0,1800.0,250.0,1550.0,Kentucky
2017-09-07,September,2017,2017-09-09,Off-White,Nike Air Presto Off White,10.0,1344.0,160.0,1184.0,New York
2017-09-07,September,2017,2017-09-09,Off-White,Nike Air Presto Off White,10.0,1325.0,160.0,1165.0,Massachusetts
2017-09-07,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,11.0,660.0,220.0,440.0,Michigan
2017-09-07,September,2017,2017-09-09,Off-White,Nike Air Max 90 Off White,11.5,1090.0,160.0,930.0,New York
2017-09-07,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,6.0,600.0,220.0,380.0,Washington
2017-09-07,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,9.0,458.0,220.0,238.0,Rhode Island
2017-09-07,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,4.0,491.0,220.0,271.0,Massachusetts
2017-09-07,September,2017,2016-12-17, Yeezy,Adidas Yeezy Boost 350 V2 Core Black White,10.5,720.0,220.0,500.0,New Jersey
2017-09-07,September,2017,2017-02-11, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,12.0,860.0,220.0,640.0,Ohio
2017-09-07,September,2017,2017-02-11, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,11.0,830.0,220.0,610.0,New Jersey
2017-09-07,September,2017,2017-02-11, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,4.0,911.0,220.0,691.0,Oregon
2017-09-07,September,2017,2017-02-11, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,8.0,775.0,220.0,555.0,Virginia
2017-09-07,September,2017,2016-11-23, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Copper,9.0,699.0,220.0,479.0,Oregon
2017-09-07,September,2017,2016-09-24, Yeezy,Adidas Yeezy Boost 350 Low V2 Beluga,4.0,746.0,220.0,526.0,Oregon
2017-09-07,September,2017,2015-11-14, Yeezy,Adidas Yeezy Boost 350 Low Moonrock,10.5,1230.0,200.0,1030.0,Michigan
2017-09-07,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,9.0,460.0,220.0,240.0,New Jersey
2017-09-08,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,12.0,666.0,220.0,446.0,California
2017-09-08,September,2017,2017-09-09,Off-White,Nike Blazer Mid Off White,10.5,750.0,130.0,620.0,Florida
2017-09-08,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,8.5,580.0,220.0,360.0,Maine
2017-09-08,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,10.0,600.0,220.0,380.0,New York
2017-09-08,September,2017,2017-09-09,Off-White,Air Jordan 1 Retro High Off White Chicago,13.0,2450.0,190.0,2260.0,New York
2017-09-08,September,2017,2017-09-09,Off-White,Nike Blazer Mid Off White,9.0,720.0,130.0,590.0,New York
2017-09-08,September,2017,2017-09-09,Off-White,Nike Air Max 90 Off White,11.0,850.0,160.0,690.0,New Jersey
2017-09-08,September,2017,2017-09-09,Off-White,Nike Air Presto Off White,11.0,1299.0,160.0,1139.0,Colorado
2017-09-08,September,2017,2017-09-09,Off-White,Nike Air VaporMax Off White,11.5,2399.0,250.0,2149.0,Kentucky
2017-09-08,September,2017,2017-09-09,Off-White,Air Jordan 1 Retro High Off White Chicago,12.0,2325.0,190.0,2135.0,Illinois
2017-09-08,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,11.5,645.0,220.0,425.0,Connecticut
2017-09-08,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,11.5,645.0,220.0,425.0,South Carolina
2017-09-08,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,7.0,564.0,220.0,344.0,New York
2017-09-08,September,2017,2016-09-24, Yeezy,Adidas Yeezy Boost 350 Low V2 Beluga,8.5,920.0,220.0,700.0,New York
2017-09-08,September,2017,2017-02-11, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,10.0,785.0,220.0,565.0,New York
2017-09-08,September,2017,2017-02-11, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,11.5,875.0,220.0,655.0,Georgia
2017-09-08,September,2017,2016-12-17, Yeezy,Adidas Yeezy Boost 350 V2 Core Black White,9.5,740.0,220.0,520.0,Texas
2017-09-08,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,12.0,670.0,220.0,450.0,Wisconsin
2017-09-08,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,10.0,452.0,220.0,232.0,Virginia
2017-09-08,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,10.0,470.0,220.0,250.0,Pennsylvania
2017-09-08,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,9.5,469.0,220.0,249.0,Oregon
2017-09-08,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,8.5,438.0,220.0,218.0,Massachusetts
2017-09-08,September,2017,2016-12-17, Yeezy,Adidas Yeezy Boost 350 V2 Core Black White,5.0,865.0,220.0,645.0,Massachusetts
2017-09-09,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,8.0,567.0,220.0,347.0,California
2017-09-09,September,2017,2017-09-09,Off-White,Nike Air Presto Off White,10.0,1299.0,160.0,1139.0,New Jersey
2017-09-09,September,2017,2017-09-09,Off-White,Nike Air Max 90 Off White,10.0,850.0,160.0,690.0,Virginia
2017-09-09,September,2017,2017-09-09,Off-White,Nike Air Max 90 Off White,9.5,1100.0,160.0,940.0,New Jersey
2017-09-09,September,2017,2017-09-09,Off-White,Nike Air Max 90 Off White,11.5,949.0,160.0,789.0,New York
2017-09-09,September,2017,2017-09-09,Off-White,Air Jordan 1 Retro High Off White Chicago,10.0,2550.0,190.0,2360.0,Delaware
2017-09-09,September,2017,2017-09-09,Off-White,Air Jordan 1 Retro High Off White Chicago,10.5,2799.0,190.0,2609.0,Massachusetts
2017-09-09,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,9.0,580.0,220.0,360.0,Illinois
2017-09-09,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,9.0,587.0,220.0,367.0,Alabama
2017-09-09,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,14.0,580.0,220.0,360.0,Florida
2017-09-09,September,2017,2017-09-09,Off-White,Nike Blazer Mid Off White,10.0,680.0,130.0,550.0,New Jersey
2017-09-09,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,8.5,608.0,220.0,388.0,Pennsylvania
2017-09-09,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,10.0,460.0,220.0,240.0,California
2017-09-09,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,10.5,455.0,220.0,235.0,Florida
2017-09-09,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,13.0,490.0,220.0,270.0,Virginia
2017-09-09,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,9.0,446.0,220.0,226.0,California
2017-09-09,September,2017,2016-12-17, Yeezy,Adidas Yeezy Boost 350 V2 Core Black White,5.0,814.0,220.0,594.0,Oregon
2017-09-09,September,2017,2017-02-11, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,9.0,747.0,220.0,527.0,New York
2017-09-09,September,2017,2017-02-11, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,8.0,829.0,220.0,609.0,California
2017-09-09,September,2017,2016-11-23, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red,9.0,1092.0,220.0,872.0,Alabama
2017-09-09,September,2017,2016-11-23, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Green,13.0,700.0,220.0,480.0,New York
2017-09-09,September,2017,2016-02-19, Yeezy,Adidas Yeezy Boost 350 Low Pirate Black 2016,9.5,1100.0,200.0,900.0,Virginia
2017-09-09,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,9.5,485.0,220.0,265.0,Wisconsin
2017-09-10,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,9.5,620.0,220.0,400.0,Oregon
2017-09-10,September,2017,2017-09-09,Off-White,Air Jordan 1 Retro High Off White Chicago,10.0,2100.0,190.0,1910.0,New York
2017-09-10,September,2017,2017-09-09,Off-White,Nike Air Max 90 Off White,9.0,965.0,160.0,805.0,California
2017-09-10,September,2017,2017-09-09,Off-White,Nike Air Max 90 Off White,8.0,940.0,160.0,780.0,New York
2017-09-10,September,2017,2017-09-09,Off-White,Nike Air Presto Off White,9.0,1329.0,160.0,1169.0,California
2017-09-10,September,2017,2017-09-09,Off-White,Nike Blazer Mid Off White,13.0,930.0,130.0,800.0,Massachusetts
2017-09-10,September,2017,2017-09-09,Off-White,Nike Air Presto Off White,10.0,1190.0,160.0,1030.0,New Jersey
2017-09-10,September,2017,2017-09-09,Off-White,Nike Air Presto Off White,11.0,1300.0,160.0,1140.0,Florida
2017-09-10,September,2017,2017-09-09,Off-White,Nike Air VaporMax Off White,10.5,1200.0,250.0,950.0,Ohio
2017-09-10,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,14.0,579.0,220.0,359.0,Florida
2017-09-10,September,2017,2017-09-09,Off-White,Nike Air Presto Off White,9.0,1270.0,160.0,1110.0,New York
2017-09-10,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,12.0,665.0,220.0,445.0,California
2017-09-10,September,2017,2017-09-09,Off-White,Nike Blazer Mid Off White,10.0,734.0,130.0,604.0,Oregon
2017-09-10,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,12.0,635.0,220.0,415.0,South Carolina
2017-09-10,September,2017,2017-02-25, Yeezy,Adidas Yeezy Boost 350 V2 Zebra,10.0,625.0,220.0,405.0,Nevada
2017-09-10,September,2017,2016-02-19, Yeezy,Adidas Yeezy Boost 350 Low Pirate Black 2016,12.0,999.0,200.0,799.0,Kentucky
2017-09-10,September,2017,2016-09-24, Yeezy,Adidas Yeezy Boost 350 Low V2 Beluga,10.5,990.0,220.0,770.0,Michigan
2017-09-10,September,2017,2016-11-23, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Green,10.5,695.0,220.0,475.0,Colorado
2017-09-10,September,2017,2017-02-11, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,11.0,810.0,220.0,590.0,California
2017-09-10,September,2017,2016-11-23, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Green,9.5,640.0,220.0,420.0,Oregon
2017-09-10,September,2017,2016-12-17, Yeezy,Adidas Yeezy Boost 350 V2 Core Black White,9.5,722.0,220.0,502.0,California
2017-09-10,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,11.5,500.0,220.0,280.0,Texas
2017-09-10,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,11.0,485.0,220.0,265.0,Washington
2017-09-10,September,2017,2017-04-29, Yeezy,Adidas Yeezy Boost 350 V2 Cream White,11.0,450.0,220.0,230.0,Texas
2017-09-10,September,2017,2017-02-11, Yeezy,Adidas Yeezy Boost 350 V2 Core Black Red 2017,11.0,800.0,220.0,580.0,California
