order_date,order_month,order_year,release_date,brand,sneaker_name,shoe_size,sale_price,retail_price,profit,buyer_region
2018-12-23,December,2018,2017-11-18, Yeezy,Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,16.0,615.0,220.0,395.0,California
2018-12-23,December,2018,2017-11-18, Yeezy,Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,10.5,249.0,220.0,29.0,New York
2018-12-23,December,2018,2017-11-18, Yeezy,Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,12.0,256.0,220.0,36.0,New York
2018-12-23,December,2018,2017-11-18, Yeezy,Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,9.5,232.0,220.0,12.0,New York
2018-12-23,December,2018,2017-11-18, Yeezy,Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,7.0,269.0,220.0,49.0,New Jersey
2018-12-23,December,2018,2017-11-18, Yeezy,Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,10.5,244.0,220.0,24.0,Illinois
2018-12-23,December,2018,2017-11-18, Yeezy,Adidas Yeezy Boost 350 V2 Semi Frozen Yellow,12.0,268.0,220.0,48.0,Florida
2018-12-23,December,2018,2018-11-23, Yeezy,Adidas Yeezy Boost 350 V2 Sesame,11.0,285.0,220.0,65.0,New Jersey
2018-12-23,December,2018,2018-11-23, Yeezy,Adidas Yeezy Boost 350 V2 Sesame,6.5,283.0,220.0,63.0,Illinois
2018-12-23,December,2018,2018-11-23, Yeezy,Adidas Yeezy Boost 350 V2 Sesame,11.0,285.0,220.0,65.0,California
2018-12-23,December,2018,2018-11-23, Yeezy,Adidas Yeezy Boost 350 V2 Sesame,8.5,252.0,220.0,32.0,Texas
2018-12-23,December,2018,2018-11-23, Yeezy,Adidas Yeezy Boost 350 V2 Sesame,10.5,270.0,220.0,50.0,Arizona
2018-12-23,December,2018,2018-11-23, Yeezy,Adidas Yeezy Boost 350 V2 Sesame,7.0,253.0,220.0,33.0,Rhode Island
2018-12-23,December,2018,2018-11-23, Yeezy,Adidas Yeezy Boost 350 V2 Sesame,10.5,240.0,220.0,20.0,Texas
